# fluctuation function F(s) [order:2] , log(s), log(F(s))#
# M e s s w e r t t a b e l l e  der Reihen:
#
# 65536 => gaussian (mu=1.0, sigma=1.0) [285,285] Werte
# 65536 => gaussian (mu=1.0, sigma=0.5) [285,285] Werte
# 65536 => uniform (0.0,2.0) [285,285] Werte
# 65536 => exp (lambda=5.0) [285,285] Werte
# 65536 => pareto (alpha=1.0) [285,285] Werte
# FourierFilterd (beta=0.8){65536 => gaussian} (max=0.04987631677811385) [285,285] Werte
# FourierFilterd (beta=0.9){65536 => gaussian} (max=0.03658045789442408) [285,285] Werte
# m=0.5) [10,10] Werte
# m=0.9) [10,10] Werte
#
#
#s	F(s)	s	F(s)	s	F(s)	s	F(s)	s	F(s)	s	F(s)	s	F(s)	x	y	x	y	
1,79934	0,21270	1,79934	-0,08379	1,79934	-0,02054	1,79934	-0,48722	1,79934	2,76359	1,79934	-0,23148	1,79934	-0,30472	1,79934	-5,00000	1,79934	-5,00000	
1,81291	0,22501	1,81291	-0,07757	1,81291	-0,01585	1,81291	-0,47699	1,81291	2,75511	1,81291	-0,21289	1,81291	-0,28955	1,81291	-5,00000	1,81291	-5,00000	
1,82607	0,23152	1,82607	-0,07228	1,82607	-0,01044	1,82607	-0,47279	1,82607	2,78654	1,82607	-0,20227	1,82607	-0,28424	1,82607	-5,00000	1,82607	-5,00000	
1,83885	0,23525	1,83885	-0,06867	1,83885	-0,00008	1,83885	-0,46761	1,83885	2,76376	1,83885	-0,19434	1,83885	-0,27144	1,83885	-5,00000	1,83885	-5,00000	
1,85126	0,23872	1,85126	-0,05608	1,85126	0,00145	1,85126	-0,45808	1,85126	2,83305	1,85126	-0,18831	1,85126	-0,25852	1,85126	-5,00000	1,85126	-5,00000	
1,86332	0,24925	1,86332	-0,04972	1,86332	0,01099	1,86332	-0,45471	1,86332	2,81202	1,86332	-0,17203	1,86332	-0,24336	1,86332	-5,00000	1,86332	-5,00000	
1,88081	0,25671	1,88081	-0,04545	1,88081	0,02242	1,88081	-0,44619	1,88081	2,82772	1,88081	-0,15618	1,88081	-0,22601	1,88081	-5,00000	1,88081	-5,00000	
1,89209	0,26681	1,89209	-0,03855	1,89209	0,02302	1,89209	-0,44064	1,89209	2,81357	1,89209	-0,14105	1,89209	-0,21857	1,89209	-5,00000	1,89209	-5,00000	
1,90309	0,27012	1,90309	-0,02948	1,90309	0,03110	1,90309	-0,43234	1,90309	2,83165	1,90309	-0,13043	1,90309	-0,20615	1,90309	-5,00000	1,90309	-5,00000	
1,91908	0,27323	1,91908	-0,02565	1,91908	0,04013	1,91908	-0,42630	1,91908	2,75772	1,91908	-0,11772	1,91908	-0,18319	1,91908	-5,00000	1,91908	-5,00000	
1,92942	0,27905	1,92942	-0,02142	1,92942	0,04441	1,92942	-0,42238	1,92942	2,85580	1,92942	-0,11589	1,92942	-0,18345	1,92942	-5,00000	1,92942	-5,00000	
1,94448	0,28906	1,94448	-0,01407	1,94448	0,05152	1,94448	-0,41125	1,94448	2,83909	1,94448	-0,09584	1,94448	-0,17622	1,94448	-5,00000	1,94448	-5,00000	
1,95424	0,29775	1,95424	-0,01149	1,95424	0,05758	1,95424	-0,41150	1,95424	2,85546	1,95424	-0,09798	1,95424	-0,15445	1,95424	-5,00000	1,95424	-5,00000	
1,96848	0,30123	1,96848	0,00126	1,96848	0,06440	1,96848	-0,39965	1,96848	2,88761	1,96848	-0,07903	1,96848	-0,14937	1,96848	-5,00000	1,96848	-5,00000	
1,98227	0,30999	1,98227	0,00509	1,98227	0,07024	1,98227	-0,39527	1,98227	2,88564	1,98227	-0,06869	1,98227	-0,13545	1,98227	-5,00000	1,98227	-5,00000	
1,99564	0,31710	1,99564	0,01591	1,99564	0,07712	1,99564	-0,38791	1,99564	2,88662	1,99564	-0,05001	1,99564	-0,12836	1,99564	-5,00000	1,99564	-5,00000	
2,00860	0,32142	2,00860	0,02040	2,00860	0,08398	2,00860	-0,38214	2,00860	2,88208	2,00860	-0,04081	2,00860	-0,10327	2,00860	-5,00000	2,00860	-5,00000	
2,02119	0,32524	2,02119	0,03125	2,02119	0,08968	2,02119	-0,37981	2,02119	2,84587	2,02119	-0,02097	2,02119	-0,09854	2,02119	-5,00000	2,02119	-5,00000	
2,03342	0,33567	2,03342	0,03090	2,03342	0,09934	2,03342	-0,37118	2,03342	2,88754	2,03342	-0,01929	2,03342	-0,08491	2,03342	-5,00000	2,03342	-5,00000	
2,04532	0,34130	2,04532	0,04060	2,04532	0,10479	2,04532	-0,36358	2,04532	2,86073	2,04532	0,00019	2,04532	-0,07358	2,04532	-5,00000	2,04532	-5,00000	
2,05690	0,34702	2,05690	0,04709	2,05690	0,11032	2,05690	-0,35693	2,05690	2,90514	2,05690	-0,00281	2,05690	-0,06355	2,05690	-5,00000	2,05690	-5,00000	
2,07188	0,35649	2,07188	0,05374	2,07188	0,11545	2,07188	-0,34679	2,07188	2,92914	2,07188	0,02066	2,07188	-0,05056	2,07188	-5,00000	2,07188	-5,00000	
2,08279	0,36167	2,08279	0,06059	2,08279	0,12089	2,08279	-0,35052	2,08279	2,91974	2,08279	0,02544	2,08279	-0,03044	2,08279	-5,00000	2,08279	-5,00000	
2,09691	0,36940	2,09691	0,06996	2,09691	0,13279	2,09691	-0,33662	2,09691	2,93524	2,09691	0,04285	2,09691	-0,02537	2,09691	-5,00000	2,09691	-5,00000	
2,11059	0,37788	2,11059	0,07502	2,11059	0,13386	2,11059	-0,33292	2,11059	2,94149	2,11059	0,05183	2,11059	-0,01315	2,11059	-5,00000	2,11059	-5,00000	
2,12385	0,38439	2,12385	0,08005	2,12385	0,14464	2,12385	-0,32639	2,12385	2,97543	2,12385	0,06568	2,12385	-0,01146	2,12385	-5,00000	2,12385	-5,00000	
2,13672	0,38971	2,13672	0,08833	2,13672	0,14575	2,13672	-0,32198	2,13672	2,95800	2,13672	0,08033	2,13672	0,00820	2,13672	-5,00000	2,13672	-5,00000	
2,14922	0,39434	2,14922	0,09658	2,14922	0,16052	2,14922	-0,31564	2,14922	2,94859	2,14922	0,09010	2,14922	0,01885	2,14922	-5,00000	2,14922	-5,00000	
2,16137	0,40474	2,16137	0,10208	2,16137	0,15926	2,16137	-0,31074	2,16137	2,96431	2,16137	0,10422	2,16137	0,03663	2,16137	-5,00000	2,16137	-5,00000	
2,17319	0,40426	2,17319	0,11063	2,17319	0,16333	2,17319	-0,29923	2,17319	2,96638	2,17319	0,11720	2,17319	0,05058	2,17319	-5,00000	2,17319	-5,00000	
2,18752	0,40875	2,18752	0,11240	2,18752	0,17071	2,18752	-0,29793	2,18752	2,95566	2,18752	0,12190	2,18752	0,06211	2,18752	-5,00000	2,18752	-5,00000	
2,19866	0,41569	2,19866	0,11745	2,19866	0,18033	2,19866	-0,29259	2,19866	2,97338	2,19866	0,13947	2,19866	0,07071	2,19866	-5,00000	2,19866	-5,00000	
2,21219	0,42566	2,21219	0,12425	2,21219	0,18407	2,21219	-0,29192	2,21219	2,96534	2,21219	0,14899	2,21219	0,08107	2,21219	-5,00000	2,21219	-5,00000	
2,22531	0,42683	2,22531	0,13858	2,22531	0,18938	2,22531	-0,27972	2,22531	2,97235	2,22531	0,16592	2,22531	0,09912	2,22531	-5,00000	2,22531	-5,00000	
2,23805	0,44349	2,23805	0,14276	2,23805	0,19608	2,23805	-0,27200	2,23805	2,97060	2,23805	0,17219	2,23805	0,11042	2,23805	-5,00000	2,23805	-5,00000	
2,25042	0,44408	2,25042	0,15268	2,25042	0,20364	2,25042	-0,26745	2,25042	2,97705	2,25042	0,18983	2,25042	0,10939	2,25042	-5,00000	2,25042	-5,00000	
2,26482	0,45036	2,26482	0,15403	2,26482	0,20763	2,26482	-0,25466	2,26482	2,98277	2,26482	0,19500	2,26482	0,13832	2,26482	-5,00000	2,26482	-5,00000	
2,27646	0,46045	2,27646	0,16231	2,27646	0,21915	2,27646	-0,25843	2,27646	3,04564	2,27646	0,20966	2,27646	0,14898	2,27646	-5,00000	2,27646	-5,00000	
2,29003	0,46662	2,29003	0,16762	2,29003	0,21858	2,29003	-0,25117	2,29003	2,99280	2,29003	0,21868	2,29003	0,15640	2,29003	-5,00000	2,29003	-5,00000	
2,30320	0,47061	2,30320	0,17608	2,30320	0,22592	2,30320	-0,24491	2,30320	3,00526	2,30320	0,23556	2,30320	0,16584	2,30320	-5,00000	2,30320	-5,00000	
2,31597	0,48124	2,31597	0,17671	2,31597	0,23421	2,31597	-0,23320	2,31597	3,03764	2,31597	0,25162	2,31597	0,17572	2,31597	-5,00000	2,31597	-5,00000	
2,32838	0,48603	2,32838	0,18625	2,32838	0,24286	2,32838	-0,22364	2,32838	3,07752	2,32838	0,25315	2,32838	0,18511	2,32838	-5,00000	2,32838	-5,00000	
2,34044	0,49377	2,34044	0,19331	2,34044	0,24380	2,34044	-0,21789	2,34044	3,07515	2,34044	0,25908	2,34044	0,20821	2,34044	-5,00000	2,34044	-5,00000	
2,35411	0,50118	2,35411	0,20165	2,35411	0,25251	2,35411	-0,21293	2,35411	3,10784	2,35411	0,27817	2,35411	0,21379	2,35411	-5,00000	2,35411	-5,00000	
2,36736	0,51098	2,36736	0,21067	2,36736	0,25502	2,36736	-0,21002	2,36736	3,10086	2,36736	0,29352	2,36736	0,22855	2,36736	-5,00000	2,36736	-5,00000	
2,38021	0,51045	2,38021	0,21691	2,38021	0,26674	2,38021	-0,20748	2,38021	3,07616	2,38021	0,29753	2,38021	0,24118	2,38021	-5,00000	2,38021	-5,00000	
2,39270	0,51014	2,39270	0,22193	2,39270	0,27174	2,39270	-0,20042	2,39270	3,05200	2,39270	0,32622	2,39270	0,25615	2,39270	-5,00000	2,39270	-5,00000	
2,40483	0,52856	2,40483	0,21832	2,40483	0,28290	2,40483	-0,19129	2,40483	3,04743	2,40483	0,33437	2,40483	0,25486	2,40483	-5,00000	2,40483	-5,00000	
2,41830	0,53774	2,41830	0,23851	2,41830	0,28580	2,41830	-0,18733	2,41830	3,06257	2,41830	0,33868	2,41830	0,28528	2,41830	-5,00000	2,41830	-5,00000	
2,43136	0,53421	2,43136	0,24876	2,43136	0,28420	2,43136	-0,17410	2,43136	3,10251	2,43136	0,35197	2,43136	0,28618	2,43136	-5,00000	2,43136	-5,00000	
2,44404	0,54944	2,44404	0,24485	2,44404	0,29496	2,44404	-0,16300	2,44404	3,10475	2,44404	0,36235	2,44404	0,29648	2,44404	-5,00000	2,44404	-5,00000	
2,45637	0,54791	2,45637	0,24553	2,45637	0,30684	2,45637	-0,16139	2,45637	3,08292	2,45637	0,36641	2,45637	0,31656	2,45637	-5,00000	2,45637	-5,00000	
2,46982	0,55596	2,46982	0,25592	2,46982	0,31171	2,46982	-0,15904	2,46982	3,10284	2,46982	0,38257	2,46982	0,32603	2,46982	-5,00000	2,46982	-5,00000	
2,48144	0,56120	2,48144	0,25833	2,48144	0,31925	2,48144	-0,14482	2,48144	3,11935	2,48144	0,38896	2,48144	0,33636	2,48144	-5,00000	2,48144	-5,00000	
2,49554	0,57049	2,49554	0,26578	2,49554	0,31391	2,49554	-0,14258	2,49554	3,09034	2,49554	0,39434	2,49554	0,35627	2,49554	-5,00000	2,49554	-5,00000	
2,50786	0,58459	2,50786	0,27263	2,50786	0,34106	2,50786	-0,13486	2,50786	3,07517	2,50786	0,41590	2,50786	0,37382	2,50786	-5,00000	2,50786	-5,00000	
2,52114	0,58045	2,52114	0,27419	2,52114	0,34314	2,52114	-0,12929	2,52114	3,07856	2,52114	0,42775	2,52114	0,38261	2,52114	-5,00000	2,52114	-5,00000	
2,53403	0,59312	2,53403	0,29010	2,53403	0,34163	2,53403	-0,11873	2,53403	3,12003	2,53403	0,43790	2,53403	0,37711	2,53403	-5,00000	2,53403	-5,00000	
2,54654	0,59355	2,54654	0,29399	2,54654	0,35549	2,54654	-0,10824	2,54654	3,15784	2,54654	0,45653	2,54654	0,40579	2,54654	-5,00000	2,54654	-5,00000	
2,55871	0,60121	2,55871	0,30214	2,55871	0,34987	2,55871	-0,10517	2,55871	3,17047	2,55871	0,45249	2,55871	0,41131	2,55871	-5,00000	2,55871	-5,00000	
2,57171	0,61191	2,57171	0,30566	2,57171	0,36161	2,57171	-0,10233	2,57171	3,16931	2,57171	0,46770	2,57171	0,41083	2,57171	-5,00000	2,57171	-5,00000	
2,58433	0,61949	2,58433	0,31681	2,58433	0,37527	2,58433	-0,09790	2,58433	3,16317	2,58433	0,49200	2,58433	0,43782	2,58433	-5,00000	2,58433	-5,00000	
2,59770	0,61855	2,59770	0,31359	2,59770	0,38281	2,59770	-0,09903	2,59770	3,16545	2,59770	0,49057	2,59770	0,44922	2,59770	-5,00000	2,59770	-5,00000	
2,61066	0,62817	2,61066	0,32017	2,61066	0,38891	2,61066	-0,08187	2,61066	3,15526	2,61066	0,51390	2,61066	0,46563	2,61066	-5,00000	2,61066	-5,00000	
2,62325	0,63873	2,62325	0,32430	2,62325	0,39150	2,62325	-0,07967	2,62325	3,14001	2,62325	0,50785	2,62325	0,45251	2,62325	-5,00000	2,62325	-5,00000	
2,63649	0,64118	2,63649	0,33988	2,63649	0,39692	2,63649	-0,06976	2,63649	3,15715	2,63649	0,52200	2,63649	0,47498	2,63649	-5,00000	2,63649	-5,00000	
2,64933	0,65470	2,64933	0,34709	2,64933	0,41011	2,64933	-0,05573	2,64933	3,17455	2,64933	0,54074	2,64933	0,51740	2,64933	-5,00000	2,64933	-5,00000	
2,66181	0,65280	2,66181	0,35357	2,66181	0,42318	2,66181	-0,05530	2,66181	3,19869	2,66181	0,55502	2,66181	0,52268	2,66181	-5,00000	2,66181	-5,00000	
2,67486	0,67304	2,67486	0,35412	2,67486	0,41599	2,67486	-0,04992	2,67486	3,21890	2,67486	0,55714	2,67486	0,51865	2,67486	-5,00000	2,67486	-5,00000	
2,68753	0,67168	2,68753	0,35553	2,68753	0,42125	2,68753	-0,03330	2,68753	3,22257	2,68753	0,58677	2,68753	0,53112	2,68753	-5,00000	2,68753	-5,00000	
2,70070	0,68055	2,70070	0,36172	2,70070	0,43564	2,70070	-0,03626	2,70070	3,23817	2,70070	0,57765	2,70070	0,54292	2,70070	-5,00000	2,70070	-5,00000	
2,71349	0,68268	2,71349	0,36652	2,71349	0,43643	2,71349	-0,01717	2,71349	3,23838	2,71349	0,60263	2,71349	0,55512	2,71349	-5,00000	2,71349	-5,00000	
2,72591	0,68597	2,72591	0,37200	2,72591	0,43975	2,72591	-0,01963	2,72591	3,23303	2,72591	0,60789	2,72591	0,57209	2,72591	-5,00000	2,72591	-5,00000	
2,73878	0,70113	2,73878	0,38539	2,73878	0,43701	2,73878	-0,01687	2,73878	3,23563	2,73878	0,62549	2,73878	0,57471	2,73878	-5,00000	2,73878	-5,00000	
2,75128	0,70238	2,75128	0,39050	2,75128	0,45678	2,75128	-0,01275	2,75128	3,25879	2,75128	0,63037	2,75128	0,59155	2,75128	-5,00000	2,75128	-5,00000	
2,76418	0,71496	2,76418	0,39712	2,76418	0,46201	2,76418	-0,00313	2,76418	3,26500	2,76418	0,64505	2,76418	0,61578	2,76418	-5,00000	2,76418	-5,00000	
2,77743	0,71921	2,77743	0,39768	2,77743	0,46564	2,77743	0,00277	2,77743	3,26916	2,77743	0,66114	2,77743	0,63828	2,77743	-5,00000	2,77743	-5,00000	
2,79029	0,71523	2,79029	0,41361	2,79029	0,46366	2,79029	0,01368	2,79029	3,26076	2,79029	0,65324	2,79029	0,62143	2,79029	-5,00000	2,79029	-5,00000	
2,80277	0,73909	2,80277	0,40913	2,80277	0,47824	2,80277	0,00942	2,80277	3,25854	2,80277	0,67135	2,80277	0,64022	2,80277	-5,00000	2,80277	-5,00000	
2,81558	0,73623	2,81558	0,42650	2,81558	0,48570	2,81558	0,02421	2,81558	3,29871	2,81558	0,68927	2,81558	0,66996	2,81558	-5,00000	2,81558	-5,00000	
2,82866	0,74798	2,82866	0,42185	2,82866	0,49054	2,82866	0,03309	2,82866	3,29886	2,82866	0,70528	2,82866	0,66535	2,82866	-5,00000	2,82866	-5,00000	
2,84136	0,74568	2,84136	0,43004	2,84136	0,48587	2,84136	0,04085	2,84136	3,29166	2,84136	0,71246	2,84136	0,68280	2,84136	-5,00000	2,84136	-5,00000	
2,85431	0,74991	2,85431	0,42843	2,85431	0,49793	2,85431	0,04149	2,85431	3,31248	2,85431	0,72412	2,85431	0,71337	2,85431	-5,00000	2,85431	-5,00000	
2,86688	0,76585	2,86688	0,45757	2,86688	0,49760	2,86688	0,05700	2,86688	3,31771	2,86688	0,71671	2,86688	0,70872	2,86688	-5,00000	2,86688	-5,00000	
2,88024	0,76432	2,88024	0,45317	2,88024	0,51525	2,88024	0,06321	2,88024	3,33975	2,88024	0,74812	2,88024	0,73086	2,88024	-5,00000	2,88024	-5,00000	
2,89265	0,77300	2,89265	0,46084	2,89265	0,51604	2,89265	0,07087	2,89265	3,34443	2,89265	0,74769	2,89265	0,71271	2,89265	-5,00000	2,89265	-5,00000	
